AY879211,58531710,C
AY879212,58531712,C
AY879214,58531716,C
AY879216,58531720,C
AY879217,58531722,C
AY879218,58531724,C
AY879220,58531728,A
AY879221,58531730,A
AY879222,58531732,A
AY879223,58531734,A
AY879224,58531736,A
AY879225,58531738,A
AY879226,58531740,A
AY879227,58531742,A
AY879228,58531744,A
AY738139,58614461,A
AY738140,58614466,A
AY738141,58614471,A
AY738142,58614476,A
AY738143,58614481,A
AY738144,58614486,E
AY738145,58614491,E
AY738146,58614496,E
AY738147,58614501,E
AY902768,59802748,D
AY902769,59802755,D
AY902770,59802762,D
AY902772,59802776,D
AY902773,59802783,D
AY902775,59802797,A
AY902777,59802812,D
AY800249,60460475,CD
AY817509,61207454,CD
AY817510,61207461,CD
AY817511,61207470,CD
AY817512,61207478,CD
AY817513,61207486,CD
AY817514,61207494,CD
AY817515,61207503,CD
AY861666,61223144,F
AY861667,61223150,F
AY861668,61223156,F
AB191347,62005911,AEGH
AB191348,62005914,AEGH
AB191350,62005918,AEGH
AB191351,62005920,AEGH
AB191354,62005926,AEGH
AB191359,62005936,AEGH
AB191360,62005938,AEGH
AB191361,62005940,AEGH
AB191362,62005942,AEGH
AB191363,62005944,AEGH
AB191364,62005946,AEGH
AB191365,62005948,AEGH
AB191366,62005950,AEGH
AB191373,62005964,AEGH
AB191378,62005974,AEGH
AB191382,62005982,AEGH
AB191384,62005986,AEGH
AB191386,62005990,AEGH
AP007261,62006050,AEGH
AP007262,62006057,AEGH
AP007263,62006064,AEGH
AP007264,62006071,AEGH
AY903452,62467614,A
AY935700,62901586,E
AY934763,62999528,A
AY934764,62999535,A
AY934765,62999543,A
AY934766,62999551,A
AY934767,62999559,A
AY934768,62999567,A
AY934769,62999575,A
AY934770,62999583,A
AY934771,62999591,A
AY934772,62999599,A
AY934773,62999607,A
AY934774,62999615,A
DQ020002,62999622,A
DQ020003,62999630,A
AB194947,67968238,A
AB194948,67968243,A
AB194949,67968247,A
AB194950,67968252,A
AB194951,67968257,A
AB194952,67968262,A
AB194953,67968267,A
AB194954,67968270,A
DQ078791,68137316,CG
DQ060824,70794923,E
DQ060825,70794928,E
DQ060826,70794933,E
DQ060827,70794938,E
DQ060828,70794943,E
DQ060829,70794948,E
DQ132371,71912522,A
DQ132372,71912524,A
DQ132373,71912526,A
DQ132374,71912528,A
DQ132375,71912530,A
DQ132376,71912532,A
DQ132377,71912534,A
DQ132378,71912536,A
DQ132379,71912538,A
DQ132380,71912540,A
DQ132381,71912542,A
DQ132382,71912544,A
DQ132383,71912546,A
DQ132384,71912548,A
DQ132385,71912550,A
DQ132386,71912552,A
DQ132387,71912554,A
DQ132388,71912556,A
DQ132389,71912558,A
DQ132390,71912560,A
DQ132391,71912562,D
DQ132392,71912564,A
DQ132393,71912566,A
DQ132394,71912568,A
DQ132395,71912570,A
DQ132396,71912572,A
DQ132397,71912574,A
DQ132398,71912576,A
DQ132399,71912578,A
DQ132400,71912580,A
DQ132401,71912582,A
DQ132402,71912584,A
DQ132403,71912586,A
DQ132404,71912588,A
DQ132405,71912590,A
DQ132407,71912594,A
DQ132408,71912596,A
DQ132409,71912598,A
DQ132410,71912600,A
DQ132411,71912602,A
DQ132412,71912604,A
DQ132414,71912608,D
DQ132415,71912610,D
DQ132416,71912612,F
DQ132417,71912614,F
DQ132418,71912616,A
DQ132419,71912618,A
DQ132420,71912620,A
DQ132421,71912622,D
DQ132423,71912626,A
DQ132425,71912630,A
DQ132427,71912634,D
DQ132428,71912636,D
DQ132430,71912640,D
DQ132431,71912642,A
DQ102534,72536397,D
DQ160162,73917046,D
DQ178003,74482985,D
DQ178004,74482987,D
DQ178005,74482989,D
DQ178007,74482993,D
DQ178008,74482995,D
DQ178009,74482997,D
DQ178010,74483001,D
DQ178011,74483005,D
DQ178012,74483009,D
DQ178013,74483013,D
DQ178014,74483017,D
DQ178015,74483020,D
DQ178016,74483024,D
DQ178017,74483028,D
DQ178018,74483031,D
DQ178019,74483035,D
DQ178020,74483039,D
DQ141615,75268258,B
DQ141616,75268260,B
DQ141618,75268264,B
DQ141619,75268266,B
DQ141620,75268268,B
DQ141622,75268272,B
DQ141623,75268274,B
DQ141624,75268276,B
DQ141625,75268278,B
DQ141626,75268280,B
DQ141627,75268282,B
DQ141628,75268284,B
DQ141629,75268286,B
DQ141630,75268288,B
DQ141631,75268290,B
DQ141632,75268292,B
DQ141633,75268294,B
DQ141634,75268296,B
DQ141635,75268298,B
DQ141636,75268300,B
DQ141637,75268302,B
DQ141638,75268304,B
DQ141639,75268306,B
DQ141640,75268308,B
DQ141641,75268310,B
DQ141642,75268312,B
DQ141643,75268314,B
DQ141644,75268316,B
DQ141645,75268318,B
DQ141646,75268320,B
DQ141647,75268322,B
DQ141648,75268324,B
DQ141649,75268326,B
DQ141650,75268328,B
DQ141651,75268330,B
DQ141652,75268332,B
DQ141653,75268334,B
DQ141654,75268336,B
DQ141655,75268338,B
DQ141656,75268340,C
DQ141657,75268342,C
DQ141658,75268344,C
DQ141659,75268346,C
DQ141660,75268348,C
DQ141661,75268350,C
DQ141662,75268352,C
DQ141663,75268354,C
DQ141664,75268356,C
DQ141665,75268358,C
DQ141666,75268360,C
DQ141667,75268362,C
DQ141668,75268364,C
DQ131118,75271045,A
DQ131119,75271190,D
DQ131120,75271283,F
DQ131121,75271376,A
DQ131122,75271545,D
DQ131123,75271631,D
DQ131124,75271692,F
DQ131125,75271788,A
DQ131126,75271820,D
DQ131127,75271851,F
DQ131128,75271894,F
DQ164313,75699620,D
DQ164314,75699621,D
DQ164332,75699643,D
DQ164335,75699646,D
DQ164337,75699648,D
DQ164341,75699652,D
DQ164355,75699669,D
DQ164357,75699672,D
DQ164368,75699687,D
DQ164370,75699689,D
DQ164394,75699719,D
DQ164396,75699721,D
DQ164399,75699725,D
DQ207798,76903377,G
DQ160161,78214569,D
DQ246215,79013072,C
DQ267972,82393836,D
DQ236101,82491843,H
DQ236102,82491845,H
DQ236104,82491849,A
DQ236105,82491851,A
DQ236106,82491853,H
DQ236107,82491855,A
DQ236108,82491857,A
DQ236109,82491859,H
DQ236111,82491863,H
DQ236112,82491865,H
DQ236113,82491867,H
DQ236114,82491869,H
DQ236115,82491871,H
DQ236116,82491873,G
DQ236118,82491877,H
DQ236120,82491881,H
DQ236122,82491885,H
DQ236123,82491887,H
DQ236124,82491889,H
DQ236126,82491893,H
DQ236127,82491895,H
DQ236128,82491897,D
DQ236129,82491899,H
DQ236130,82491901,H
DQ236131,82491903,H
DQ236132,82491905,H
AY303893,83265446,E
AY303894,83265447,E
AY303895,83265448,E
AY303896,83265449,E
AY303897,83265450,E
AY303898,83265452,E
AY303899,83265454,E
AY303900,83265456,A
AY303902,83265458,E
AY303903,83265459,E
AY303904,83265461,E
AY303905,83265463,E
AY303908,83265464,E
AY303909,83265466,E
AY303910,83265467,E
AY303911,83265469,E
AY303912,83265471,E
AY303914,83265473,E
AY303919,83265476,E
AY303920,83265478,E
AY303924,83265479,E
AY303925,83265481,E
AY303926,83265482,E
AY303927,83265483,E
AY303928,83265485,E
AY303930,83265488,E
AY303931,83265490,E
DQ299401,83272676,A
DQ299402,83272678,E
DQ299403,83272680,E
DQ299404,83272682,A
DQ299405,83272684,E
DQ299408,83272690,E
DQ299409,83272692,E
DQ299410,83272694,E
DQ299411,83272696,E
DQ299413,83272700,E
DQ299417,83272708,E
DQ299418,83272710,E
DQ297465,83274247,E
DQ297467,83274251,E
DQ297827,83282755,C
DQ297828,83282757,C
DQ297830,83282761,D
DQ297831,83282763,D
DQ297832,83282765,D
DQ297833,83282767,D
DQ297835,83282771,D
DQ297836,83282773,D
DQ297837,83282775,D
DQ297838,83282777,D
DQ297839,83282779,D
DQ297842,83282785,D
DQ297843,83282787,A
DQ297844,83282789,D
DQ297845,83282791,D
DQ297847,83282795,D
DQ297848,83282797,D
DQ297851,83282803,A
DQ297852,83282805,D
DQ297854,83282809,C
DQ297855,83282811,A
DQ297856,83282813,D
DQ297857,83282815,D
DQ297858,83282817,D
DQ297859,83282819,D
DQ297860,83282821,D
DQ297861,83282823,D
DQ297864,83282829,D
DQ298161,83314083,A
DQ298162,83314088,A
DQ298163,83314092,A
DQ298164,83314097,A
DQ298165,83314102,A
DQ297869,83415508,A
DQ297884,83415533,A
DQ297885,83415535,A
DQ297905,83415569,A
DQ297906,83415571,A
DQ297910,83415579,A
DQ309328,83595216,C
DQ304547,84040003,D
DQ304548,84040008,D
DQ304549,84040013,D
DQ304550,84040018,D
DQ304551,84040023,D
DQ336674,84682796,D
DQ336675,84682801,D
DQ336676,84682806,D
DQ336677,84682811,D
DQ336678,84682816,D
DQ336679,84682821,D
DQ336680,84682826,D
DQ336681,84682831,D
DQ336682,84682836,D
DQ336683,84682841,D
DQ336684,84682846,D
DQ336685,84682851,D
DQ336686,84682856,D
DQ336687,84682861,D
DQ336688,84682866,D
DQ336689,84682871,D
DQ336690,84682876,D
DQ336691,84682881,D
DQ336692,84682884,D
DQ343155,85062570,C
DQ343156,85062572,C
DQ329356,86211261,D
DQ329357,86211266,D
DQ361315,86515487,C
DQ361319,86515495,C
DQ361324,86515505,C
DQ361503,86515863,B
DQ361504,86515865,B
DQ361505,86515867,B
DQ361507,86515871,C
DQ361509,86515875,C
DQ361510,86515877,C
DQ361511,86515879,C
DQ361512,86515881,C
DQ361514,86515885,C
DQ361515,86515887,C
DQ361516,86515889,C
DQ361520,86515897,C
DQ361521,86515899,C
DQ361525,86515907,C
DQ361526,86515909,C
DQ361527,86515912,C
DQ361528,86515914,C
DQ361529,86515916,C
DQ361531,86515920,C
DQ361532,86515922,C
DQ361533,86515924,C
DQ361534,86515926,C
DQ361535,86515931,B
AB247916,87080764,C
DQ315776,87295361,D
DQ315777,87295366,D
DQ315778,87295370,D
DQ315779,87295375,D
DQ315780,87295380,D
DQ315781,87295385,C
DQ315782,87295390,C
DQ315783,87295395,C
DQ315784,87295400,A
DQ315785,87295404,A
DQ315786,87295409,A
DQ370438,87621847,C
DQ370439,87621861,C
AB250109,87886469,C
DQ399006,89112777,D
DQ412133,90900945,E
DQ412134,90900946,E
DQ412135,90900948,E
DQ412136,90900950,E
DQ412137,90900952,E
DQ412139,90900956,E
DQ412140,90900958,E
DQ412142,90900962,E
DQ412143,90900964,E
DQ412145,90900968,E
DQ412146,90900970,E
DQ412147,90900972,E
DQ412149,90900976,E
DQ412150,90900978,E
DQ412152,90900982,E
DQ412154,90900986,E
DQ412155,90900987,E
DQ412158,90900992,E
DQ412161,90900998,E
DQ412162,90900999,E
DQ412163,90901001,E
DQ412164,90901003,E
DQ412165,90901005,E
DQ412166,90901007,E
DQ412167,90901009,E
DQ412169,90901013,E
DQ412170,90901015,E
DQ412171,90901017,E
DQ412172,90901019,E
DQ412173,90901021,E
DQ412174,90901023,E
DQ412175,90901025,E
DQ412176,90901026,B
DQ412177,90901028,B
DQ412178,90901030,B
DQ412179,90901032,B
DQ412180,90901034,B
DQ412181,90901036,B
DQ412182,90901038,B
DQ412183,90901040,B
DQ412184,90901042,B
DQ412185,90901044,B
DQ412186,90901046,B
DQ412187,90901048,B
DQ412188,90901050,B
DQ412189,90901052,B
DQ412190,90901054,B
DQ412191,90901056,B
DQ412192,90901058,B
DQ412193,90901060,B
DQ412194,90901062,B
DQ412195,90901064,B
DQ412196,90901066,B
DQ412197,90901068,B
DQ412198,90901070,B
DQ412199,90901072,B
DQ412201,90901076,B
DQ412202,90901078,B
DQ412203,90901080,B
DQ412204,90901082,B
DQ412205,90901084,B
DQ412206,90901086,B
DQ412207,90901088,B
DQ412208,90901090,B
DQ412210,90901094,B
DQ412211,90901096,B
DQ412213,90901100,B
DQ412214,90901102,B
DQ412215,90901104,B
DQ412217,90901108,B
DQ412219,90901112,B
DQ412221,90901116,B
DQ412222,90901118,B
DQ412224,90901122,B
DQ412225,90901124,B
DQ412226,90901126,B
DQ412227,90901128,B
DQ412228,90901130,B
DQ412229,90901132,C
DQ412230,90901134,C
DQ412231,90901136,C
DQ412232,90901138,C
DQ412233,90901140,C
DQ412235,90901144,C
DQ412236,90901146,C
DQ412237,90901148,C
DQ412238,90901150,C
DQ412240,90901154,C
DQ412242,90901158,C
DQ412243,90901160,C
DQ412244,90901162,C
DQ412246,90901166,C
DQ412247,90901168,C
DQ412248,90901170,C
DQ412249,90901172,C
DQ412250,90901174,C
DQ412251,90901176,C
DQ412252,90901177,C
DQ412253,90901179,C
DQ412254,90901181,C
DQ412257,90901186,C
DQ412258,90901187,C
DQ412259,90901189,C
DQ412261,90901193,C
DQ412262,90901195,C
DQ412263,90901197,C
DQ412264,90901199,C
DQ412265,90901201,C
DQ412266,90901203,C
DQ412267,90901205,C
DQ412269,90901209,C
DQ412270,90901211,C
DQ412272,90901215,C
DQ412273,90901216,C
DQ412274,90901218,C
DQ412275,90901220,C
DQ412276,90901222,C
DQ412277,90901224,D
DQ412278,90901226,D
DQ412279,90901228,D
DQ412280,90901230,D
DQ412281,90901232,D
DQ412282,90901234,D
DQ412283,90901236,D
DQ412284,90901238,D
DQ412285,90901240,D
DQ412286,90901242,D
DQ412287,90901244,D
DQ412288,90901246,D
DQ412289,90901248,D
DQ412290,90901250,D
DQ412291,90901252,D
DQ412293,90901256,D
DQ412295,90901260,D
DQ412296,90901262,D
DQ412297,90901264,D
DQ412298,90901266,D
DQ412299,90901268,D
DQ412300,90901270,D
DQ412301,90901272,D
DQ412302,90901274,D
DQ412303,90901276,D
DQ412304,90901278,D
DQ412305,90901280,D
DQ412306,90901282,D
DQ412307,90901284,D
DQ412308,90901286,D
DQ412309,90901288,D
DQ412310,90901290,D
DQ412311,90901292,D
DQ412312,90901294,D
DQ412313,90901296,D
DQ412314,90901298,D
DQ412315,90901300,D
DQ412316,90901302,D
DQ412318,90901306,D
DQ412319,90901307,D
DQ412320,90901309,D
DQ412321,90901311,D
DQ412322,90901313,D
DQ412323,90901315,D
DQ412324,90901317,D
DQ412325,90901319,D
DQ412326,90901321,D
DQ412327,90901323,D
DQ412328,90901325,D
DQ412329,90901327,D
DQ412330,90901329,D
DQ412331,90901331,D
DQ412332,90901333,D
DQ412334,90901337,D
DQ412335,90901339,D
DQ412336,90901341,D
DQ412337,90901343,D
DQ412338,90901345,D
DQ412339,90901347,D
DQ412340,90901349,D
DQ412341,90901351,D
DQ412342,90901353,D
DQ412343,90901355,D
DQ412344,90901357,D
DQ412345,90901359,D
DQ412346,90901361,D
DQ412347,90901363,D
DQ412348,90901365,D
DQ412349,90901367,D
DQ412350,90901369,D
DQ412351,90901370,D
DQ412352,90901372,D
DQ412353,90901374,D
DQ412355,90901378,D
DQ412356,90901380,D
DQ412357,90901382,D
DQ412358,90901384,D
DQ412359,90901386,D
DQ412360,90901388,D
DQ412361,90901390,D
DQ412362,90901392,D
DQ412363,90901394,D
DQ412364,90901396,D
DQ412365,90901398,D
DQ412366,90901400,D
DQ412367,90901402,D
DQ412368,90901404,D
DQ412369,90901406,D
DQ412370,90901408,D
DQ412371,90901410,D
DQ412372,90901412,D
DQ412373,90901414,D
DQ412374,90901416,D
DQ412375,90901418,D
DQ412376,90901420,D
DQ412378,90901424,D
DQ412379,90901426,D
DQ412380,90901427,D
DQ412382,90901431,D
DQ412384,90901435,D
DQ412385,90901437,D
DQ412387,90901441,D
DQ412388,90901443,D
DQ412389,90901445,D
DQ412390,90901447,D
DQ412391,90901449,D
DQ412392,90901451,D
DQ412393,90901453,D
DQ412395,90901457,D
DQ412396,90901459,D
DQ412397,90901461,D
DQ412398,90901463,D
DQ412399,90901465,D
DQ412400,90901467,D
DQ412401,90901469,D
DQ412402,90901471,D
DQ412404,90901475,D
DQ412405,90901477,D
DQ412407,90901481,D
DQ412410,90901487,D
DQ412411,90901489,D
DQ412412,90901491,D
DQ412414,90901495,D
DQ412415,90901497,D
DQ412416,90901499,D
DQ412417,90901501,D
DQ412418,90901503,D
DQ412420,90901506,D
DQ412421,90901508,D
DQ412422,90901510,D
DQ412423,90901512,D
DQ412424,90901514,D
DQ412425,90901516,D
DQ412426,90901518,D
DQ412427,90901520,D
DQ412430,90901526,D
DQ412431,90901528,D
DQ412432,90901530,D
DQ412433,90901532,D
DQ412435,90901536,D
DQ412436,90901538,D
DQ412438,90901542,D
DQ412439,90901544,D
DQ412440,90901546,D
DQ412441,90901548,D
DQ412442,90901550,D
DQ412443,90901552,A
DQ412444,90901554,A
DQ412445,90901555,A
DQ412447,90901559,A
DQ412448,90901561,A
DQ412449,90901563,A
DQ412450,90901565,A
DQ412451,90901567,A
DQ412452,90901569,A
DQ412453,90901571,A
DQ412454,90901573,A
DQ412456,90901577,A
DQ412457,90901579,A
DQ412458,90901581,A
DQ412459,90901583,A
DQ412460,90901585,A
DQ412461,90901587,A
DQ412462,90901589,A
DQ412463,90901591,A
DQ412464,90901593,A
DQ412465,90901595,A
DQ412466,90901597,A
DQ412467,90901599,A
DQ412468,90901601,A
DQ412469,90901603,A
DQ412470,90901605,A
DQ412471,90901607,A
DQ412472,90901609,A
DQ412473,90901611,A
DQ412475,90901615,A
DQ412476,90901617,A
DQ412477,90901619,A
DQ412478,90901621,A
DQ412479,90901623,A
DQ412480,90901625,A
DQ412481,90901627,A
DQ412482,90901629,A
DQ412483,90901631,A
